Eye.movement.type.index,initTime,endTime,lpup,rpup,fx,fy
560,163303,163454,4.15125,4.22875,926,343
561,163476,163551,4.15,NA,819,387
562,163756,163866,4.213333333,NA,740,460
563,163940,164071,4.24,4.23,926,401
564,164318,164431,4.248333333,3.72,938,340
565,164555,164631,4.29,3.896666667,920,371
566,164717,164814,4.266,3.985,916,354
567,164974,165092,4.096666667,4.215,869,459
568,165121,165448,4.08,3.643333333,783,457
569,165515,165631,3.963333333,3.49,806,458
570,165774,165967,3.86,3.25,896,462
571,166042,166170,3.882857143,4.16,746,411
572,166214,166672,3.995652174,3.1,912,373
573,166822,168310,3.950266667,3.4,862,392
574,168353,168644,4.223333333,3.25,870,348
575,170718,170807,4.522,3.5525,1036,326
576,170979,171108,4.297142857,3.788,953,354
577,171373,171606,4.219166667,3.28,756,416
578,171691,171863,4.333333333,NA,909,393
579,171892,171989,4.276,4.133333333,946,343
580,172052,172588,4.135185185,4.170952381,1020,294
581,172631,172949,4.21125,4.2825,1037,309
582,172997,173767,4.327435897,4.33,963,286
583,173810,173968,4.404285714,NA,905,351
584,174054,174165,4.516666667,4.35,1032,231
585,174189,174306,4.528333333,4.474,1036,241
586,174354,174540,4.5,4.357777778,986,238
587,174657,174765,4.585,4.133333333,1071,212
588,174991,175062,4.375,4.31,889,378
589,175314,175467,4.4125,3.745,823,415
590,175553,175683,4.58,4.965714286,895,606
591,175770,175848,4.635,4.4625,804,486
592,176308,176386,4.5325,4.6275,975,447
593,176710,176805,4.304,4.016,818,351
594,177090,177302,4.017272727,3.246363636,457,528
595,177532,177603,4.135,4.403333333,404,699
596,178092,178182,4.2575,4.81,247,798
597,178886,178984,3.98,3.6,751,380
598,179072,179160,3.88,3.96,1033,295
599,179228,179564,3.847058824,3.887058824,1123,303
600,179649,179821,3.79,4.03,950,496
601,180251,180341,4.14,4.426,996,277
602,180646,180798,4.0625,3.155714286,602,355
603,181027,181104,4.1775,4.026666667,861,269
604,181133,181221,4.262,3.89,789,331
605,181286,182204,4.764347826,4.403333333,949,249
606,182268,182364,4.852,4.51,955,278
607,182425,182600,4.93,4.32,977,351
608,182629,183058,4.895909091,4.380909091,968,415
609,183247,183543,4.938666667,4.113333333,885,289
610,183564,183781,4.805454545,NA,867,380
611,183867,184039,4.234444444,4.377777778,785,371
612,184104,184363,4.111538462,4.496923077,925,442
613,184525,184600,4.3875,4.745,884,596
614,184751,185180,4.444090909,4.373809524,965,337
615,185330,185418,4.178,4.498,832,504
616,185523,185660,4.147142857,4.128571429,850,412
617,185684,185801,4.218333333,4.046666667,874,376
618,185844,186202,4.303333333,4.573333333,905,486
619,186305,186733,4.345909091,4.0635,902,348
620,186806,186916,4.47,4.346666667,949,339
621,186945,187281,4.637058824,4.368235294,978,306
622,187322,187441,4.703333333,4.428333333,936,325
623,187483,188179,4.627714286,4.584857143,944,253
624,188207,188373,4.431111111,4.63,844,289
625,188403,188480,4.3125,NA,848,348
626,188821,188918,3.896,3.686,1101,189
627,189201,189317,3.775,3.914,784,307
628,189901,189998,3.75,3.78,808,415
629,190065,190174,3.675,3.96,709,470
630,190461,190578,3.953333333,4.086666667,882,513
631,191222,191374,4.17125,4.345,877,437
632,191401,191656,4.265384615,4.267,919,403
633,191808,192055,4.306923077,4.395,877,457
634,192280,192474,4.399,4.227777778,915,411
635,192502,192618,4.385,4.352,886,411
636,192663,194877,4.408918919,4.234351852,902,383
637,195360,195574,4.353636364,4.495454545,957,407
638,195603,196310,4.435833333,NA,899,416
639,196460,196550,4.38,NA,799,438
640,196578,196793,4.377272727,4.516363636,922,402
641,197062,197150,4.262,4.145,669,255
642,197198,197315,4.22,3.375,562,259
643,197363,197515,4.4675,NA,829,206
644,197663,197752,4.69,NA,914,120
645,198183,198251,4.57,NA,900,242
646,198280,199350,4.477962963,NA,877,205
647,199562,199853,4.809333333,4.170666667,910,234
648,199882,200105,4.719166667,4.010909091,958,200
649,200134,201172,4.669038462,NA,850,251
650,201276,201392,4.776666667,NA,843,257
651,201496,201652,4.70875,4.155,952,189
652,201680,201810,4.798571429,4.701428571,954,228
653,201893,201990,4.83,4.672,962,216
654,202057,202470,4.775238095,3.651428571,888,217
655,202502,202647,4.64625,3.9025,881,256
656,202714,202792,4.65,NA,894,216
657,202877,203004,4.737142857,NA,941,168
658,203353,203567,4.723636364,5.081818182,1039,506
659,203813,204126,4.4725,4.526875,1001,387
660,204394,204469,4.255,4.8375,864,566
661,204512,204750,4.2925,4.7425,845,498
662,205053,205402,4.201111111,4.6,998,443
663,205832,205907,4.3425,3.776666667,921,283
664,205992,206067,4.16,4.02,578,406
665,206099,206227,4.04,4.071428571,753,345
666,206438,206603,3.772222222,3.9,722,380
667,206738,206805,3.9025,3.18,580,502
668,206873,207104,3.9025,3.314444444,610,580
669,207152,207346,3.993,2.946666667,607,384
670,207410,207529,4.055,2.366666667,389,382
671,208893,209028,4.398571429,3.635,788,471
672,209452,209545,4.386,2.545,871,266
673,209577,209727,4.355,2.705,760,365
674,209829,210061,4.35,3.093333333,743,344
675,210090,210167,4.3425,3.423333333,897,215
676,210368,210507,4.357142857,2.644,866,252
677,210650,210785,4.322857143,2.705,775,396
678,210828,212226,4.338,3.643939394,770,407
679,212796,213086,4.425333333,4.07,810,399
680,213150,213364,4.365454545,3.82,920,311
681,213471,213599,4.382857143,4.027142857,891,299
682,213628,213764,4.334285714,4.131428571,922,301
683,213792,214103,4.321875,NA,837,370
684,214268,214345,4.29,3.885,766,129
685,214371,214565,4.249,3.672,759,165
686,214626,214705,4,3.213333333,559,203
687,214726,214823,4.054,3.194,603,220
688,214887,215158,4.130714286,NA,762,265
689,215187,215562,4.244210526,NA,764,251
690,215793,215943,4.46375,NA,920,112
691,215985,216120,4.521428571,NA,983,62
692,216168,217483,4.516363636,4.02,859,174
693,217725,217822,4.844,4.468,944,261
694,217851,217960,4.823333333,3.89,787,330
695,218045,218661,4.780322581,4.26516129,952,219
696,218684,218801,4.676666667,4.485,935,207
697,218830,219062,4.690833333,NA,901,247
698,219129,219197,4.7175,NA,893,242
699,219226,220062,4.63952381,4.14825,936,175
700,220188,220255,4.64,NA,883,210
701,221707,221776,4.575,4.685,866,556
702,222303,222380,3.6325,3.045,602,503
703,222466,222640,NA,3.997777778,279,542
704,223242,223359,3.586666667,4.001666667,961,367
705,223404,223554,3.6925,3.99,1010,327
706,223642,223740,3.694,4.044,914,493
707,223924,224012,3.828,4.0675,1015,297
708,224128,224280,3.63875,3.8375,793,372
709,224484,224797,3.6,2.7075,884,304
710,224884,225158,3.802857143,4.086428571,835,363
711,225186,225273,3.804,3.735,809,336
712,225380,225533,3.82875,3.92875,1084,233
713,225639,225833,3.603,3.997,806,282
714,225900,226112,3.674545455,3.981818182,908,463
715,226240,226336,3.816,4.126,860,240
716,226508,226672,4.061111111,4.402222222,885,419
717,226980,227136,4.17625,6.025,742,307
718,227259,227457,4.182,4.268,859,205
719,227505,227817,4.1525,4.3175,922,281
720,228020,228136,4.216666667,4.2,947,241
721,228243,228312,4.195,4.5125,891,412
722,228339,229749,4.246056338,4.572285714,880,421
723,229778,230812,4.569615385,4.555576923,927,406
724,230840,231575,4.551621622,4.615135135,929,367
725,231597,231815,4.600909091,4.715454545,978,366
726,231900,232234,4.564705882,NA,911,67
727,232336,232630,4.317333333,NA,898,170
728,232724,232909,4.19,4.55,949,405
729,232976,233112,4.365714286,4.292857143,856,357
730,233557,233635,4.5975,NA,864,213
731,233717,233992,4.457142857,NA,890,205
732,234038,234113,4.5375,NA,871,83
733,234275,234351,4.61,3.5,888,22
734,234394,234514,4.633333333,2.758,872,18
735,235998,236066,4.8675,3.9,779,33
736,236135,236407,4.940714286,3.843,767,51
737,236475,236572,4.828,4.01,763,168
738,236599,236893,4.748,4.183333333,756,183
739,236961,237070,4.608333333,4.82,816,140
740,237154,237252,4.484,NA,827,47
741,237375,237452,4.445,NA,698,144
742,237596,237712,4.481666667,NA,755,99
743,237737,237846,4.548,3.98,803,86
744,237997,238203,4.721818182,4.421,797,66
745,238415,238512,4.74,4.19,797,75
746,238956,239031,4.705,4.53,752,88
747,239480,239587,4.735,4.042,638,349
748,239616,239829,4.786363636,3.678,633,330
749,240352,240429,4.5825,NA,850,221
750,240453,240529,4.5,4.555,889,216
751,240554,241325,4.380512821,3.915,800,267
752,241551,241770,4.158181818,4.018,878,237
753,241831,241927,4.298,NA,806,187
754,242236,242346,4.414,3.69,673,117
755,242453,242604,4.34375,4.05,683,273
756,243577,243741,4.654444444,4.57,975,238
757,243815,243944,4.484285714,4.5,956,297
758,244396,244621,3.926666667,3.87,635,528
759,244969,245347,3.946315789,2.908421053,641,424
760,245470,245566,3.36,3.01,1009,114
761,246431,246565,3.967142857,2.5625,691,356
762,246691,246845,3.83125,4,959,271
763,246907,247025,4,4.041666667,993,238
764,247369,247502,4.038571429,4.326666667,969,266
765,247627,247705,4.01,4.38,769,289
766,247908,247985,4.1175,4.13,953,274
767,248013,248101,4.12,4.336,974,256
768,248314,248381,4.0725,4.2975,835,412
769,248669,249303,4.12625,3.916071429,859,405
770,249329,249561,4.189166667,4.301666667,905,363
771,249667,249744,4.3425,NA,883,388
772,249773,250304,4.376296296,4.358461538,959,311
773,250389,250517,4.364285714,NA,771,221
774,251225,251322,4.372,NA,774,252
775,251386,251678,4.400666667,3.785833333,686,231
776,251726,252178,4.36826087,NA,788,254
777,252273,253220,4.225,4.424583333,912,371
778,253324,253459,4.121428571,3.58,837,297
779,253505,253620,4.198333333,3.5925,724,239
780,253684,253802,4.248333333,4.08,805,201
781,253907,254122,4.084444444,3.293333333,726,181
782,254485,254841,4.293888889,3.37,824,199
783,255267,255357,4.14,4.166,870,304
784,255406,255817,4.193333333,3.834,852,262
785,255985,256455,4.1,4.323478261,894,317
786,256484,257157,4.177647059,4.325,945,325
787,257186,258156,4.285510204,4.38755102,961,310
788,258204,258357,4.275,4.008571429,707,386
789,258390,258940,4.239642857,4.313571429,864,313
790,259047,259196,4.13375,3.641428571,661,373
791,259281,259356,4.1475,4.2625,974,224
792,259484,259573,4.262,3.836,835,294
793,259687,259879,4.294,4.118,817,326
794,259900,260018,4.315,3.99,852,346
795,260042,260215,4.273333333,4.295714286,881,346
796,260283,260418,4.252857143,NA,810,220
